comment;cleaned;normalisasi;filtered;steming_data;sentiment
Bang bahas ROG Phone 9 Pro sama FE bang;bang bahas rog phone  pro sama fe bang;['abang', 'bahas', 'rog', 'phone', 'pro', 'sama', 'fe', 'abang'];['abang', 'bahas', 'rog', 'phone', 'pro', 'fe', 'abang'];['abang', 'bahas', 'rog', 'phone', 'pro', 'fe', 'abang'];netral
Bang, motorola G85 release kapan di Indo, kayanya cakep bgt itu hpnya;bang motorola g release kapan di indo kayanya cakep bgt itu hpnya;['abang', 'motorola', 'tidak', 'release', 'kapan', 'di', 'indonesia', 'kayanya', 'cakep', 'banget', 'itu', 'hpnya'];['abang', 'motorola', 'release', 'indonesia', 'kayanya', 'cakep', 'banget', 'hpnya'];['abang', 'motorola', 'release', 'indonesia', 'kaya', 'cakep', 'banget', 'hpnya'];positif
Bro, coba deh bikin etalase yang keren buat hp2 bekas review, supaya jadi pajangan yg estetik.;bro coba deh bikin etalase yang keren buat hp bekas review supaya jadi pajangan yg estetik;['bro', 'coba', 'deh', 'bikin', 'etalase', 'yang', 'keren', 'buat', 'hp', 'bekas', 'review', 'supaya', 'jadi', 'pajangan', 'yang', 'estetik'];['bro', 'coba', 'deh', 'bikin', 'etalase', 'keren', 'hp', 'bekas', 'review', 'pajangan', 'estetik'];['bro', 'coba', 'deh', 'bikin', 'etalase', 'keren', 'hp', 'bekas', 'review', 'pajang', 'estetik'];positif
rog kapan niii;rog kapan niii;['rog', 'kapan', 'niii'];['rog', 'niii'];['rog', 'niii'];netral
Tecno pova 6 pro 5g msih wort it ga ya? Butuh jack audio, main game ringan (mlbb,GT,coc), kamera yg lumayan, batre yg lumayan gede/awet, casan cepet, micro sd.. soalnya diharga yg skrng yg saya liat itu aja sih.. apa ada saran lain?;tecno pova  pro g msih wort it ga ya butuh jack audio main game ringan mlbbgtcoc kamera yg lumayan batre yg lumayan gedeawet casan cepet micro sd soalnya diharga yg skrng yg saya liat itu aja sih apa ada saran lain;['tecno', 'pova', 'pro', 'tidak', 'masih', 'wort', 'itu', 'tidak', 'ya', 'butuh', 'jack', 'audio', 'main', 'game', 'ringan', 'mlbbgtcoc', 'kamera', 'yang', 'lumayan', 'batre', 'yang', 'lumayan', 'gedeawet', 'casan', 'cepat', 'micro', 'sd', 'soalnya', 'diharga', 'yang', 'sekarang', 'yang', 'saya', 'lihat', 'itu', 'saja', 'sih', 'apa', 'ada', 'saran', 'lain'];['tecno', 'pova', 'pro', 'wort', 'ya', 'butuh', 'jack', 'audio', 'main', 'game', 'ringan', 'mlbbgtcoc', 'kamera', 'lumayan', 'batre', 'lumayan', 'gedeawet', 'casan', 'cepat', 'micro', 'sd', 'diharga', 'lihat', 'sih', 'saran'];['tecno', 'pova', 'pro', 'wort', 'ya', 'butuh', 'jack', 'audio', 'main', 'game', 'ringan', 'mlbbgtcoc', 'kamera', 'lumayan', 'batre', 'lumayan', 'gedeawet', 'cas', 'cepat', 'micro', 'sd', 'harga', 'lihat', 'sih', 'saran'];positif
yang kebeli rekomendasi hp lebaran 2023 wkwk😂😂 tapi bersyukur lah dapet poco x5 yang udah langka di daerah saya;yang kebeli rekomendasi hp lebaran  wkwk tapi bersyukur lah dapet poco x yang udah langka di daerah saya;['yang', 'kebeli', 'rekomendasi', 'hp', 'lebaran', 'wkwk', 'tapi', 'bersyukur', 'lah', 'dapat', 'poco', 'kali', 'yang', 'sudah', 'langka', 'di', 'daerah', 'saya'];['kebeli', 'rekomendasi', 'hp', 'lebaran', 'wkwk', 'bersyukur', 'poco', 'kali', 'langka', 'daerah'];['kebel', 'rekomendasi', 'hp', 'lebaran', 'wkwk', 'syukur', 'poco', 'kali', 'langka', 'daerah'];negatif
Jangan cari yg ga ada;jangan cari yg ga ada;['jangan', 'cari', 'yang', 'tidak', 'ada'];['cari'];['cari'];netral
ini yg gw tunggu²;ini yg gw tunggu;['ini', 'yang', 'gue', 'tunggu'];['gue', 'tunggu'];['gue', 'tunggu'];netral
Poco m6 pro msh worth gk bg ?;poco m pro msh worth gk bg;['poco', 'sama', 'pro', 'masih', 'worth', 'tidak', 'bang'];['poco', 'pro', 'worth', 'bang'];['poco', 'pro', 'worth', 'bang'];netral
Itu camon 40 ada by pass charge gak?;itu camon  ada by pass charge gak;['itu', 'camon', 'ada', 'by', 'pas', 'charge', 'tidak'];['camon', 'by', 'pas', 'charge'];['camon', 'by', 'pas', 'charge'];netral
Samsung the best;samsung the best;['samsung', 'the', 'best'];['samsung', 'the', 'best'];['samsung', 'the', 'best'];netral
udh cobain ✌𝐉𝗣𝗧𝗢𝗚𝗘𝗟 - 77✌ bray?;udh cobain    bray;['sudah', 'mencoba', 'bray'];['mencoba', 'bray'];['coba', 'bray'];netral
Hoream;hoream;['hoream'];['hoream'];['hoream'];netral
Masih pake: Redmi Note 13 PRO 5G 12/512 GB 😅;masih pake redmi note  pro g  gb;['masih', 'pakai', 'redmi', 'note', 'pro', 'tidak', 'gb'];['pakai', 'redmi', 'note', 'pro', 'gb'];['pakai', 'redmi', 'note', 'pro', 'gb'];netral
Samsung kyk nanggung kalo mau msuk rekomendasi lebaran ini apalagi A56 & A36 bntar lg rilisan;samsung kyk nanggung kalo mau msuk rekomendasi lebaran ini apalagi a  a bntar lg rilisan;['samsung', 'kayak', 'nanggung', 'kalau', 'mau', 'masuk', 'rekomendasi', 'lebaran', 'ini', 'apalagi', 'a', 'a', 'bentar', 'lagi', 'rilisan'];['samsung', 'kayak', 'nanggung', 'masuk', 'rekomendasi', 'lebaran', 'a', 'a', 'bentar', 'rilisan'];['samsung', 'kayak', 'nanggung', 'masuk', 'rekomendasi', 'lebaran', 'a', 'a', 'bentar', 'rilis'];netral
Alhamdulilah bisa beli salah satu yg di rekomendasiin sama bang david, kopi kapal api emang enak..;alhamdulilah bisa beli salah satu yg di rekomendasiin sama bang david kopi kapal api emang enak;['alhamdulilah', 'bisa', 'beli', 'salah', 'satu', 'yang', 'di', 'rekomendasikan', 'sama', 'abang', 'david', 'kopi', 'kapal', 'api', 'memang', 'enak'];['alhamdulilah', 'beli', 'salah', 'rekomendasikan', 'abang', 'david', 'kopi', 'kapal', 'api', 'enak'];['alhamdulilah', 'beli', 'salah', 'rekomendasi', 'abang', 'david', 'kopi', 'kapal', 'api', 'enak'];negatif
Ngakak😭😭😭😭;ngakak;['mengakak'];['mengakak'];['akak'];netral
Hahah😂;hahah;['hahah'];['hahah'];['hahah'];netral
Alhamdulillah kebeli COD sempak baru di Tokped di hari lebaran ini.😂;alhamdulillah kebeli cod sempak baru di tokped di hari lebaran ini;['alhamdulillah', 'kebeli', 'cod', 'sempak', 'baru', 'di', 'tokped', 'di', 'hari', 'lebaran', 'ini'];['alhamdulillah', 'kebeli', 'cod', 'sempak', 'tokped', 'lebaran'];['alhamdulillah', 'kebel', 'cod', 'sempak', 'tokped', 'lebaran'];negatif
KO RENO 13 BISA KALAH SI???;ko reno  bisa kalah si;['kok', 'reno', 'bisa', 'kalah', 'sih'];['reno', 'kalah', 'sih'];['reno', 'kalah', 'sih'];netral
Alhamdulillah masih pake oppo a18 akibat terkena genjutsu;alhamdulillah masih pake oppo a akibat terkena genjutsu;['alhamdulillah', 'masih', 'pakai', 'oppo', 'a', 'akibat', 'terkena', 'genjutsu'];['alhamdulillah', 'pakai', 'oppo', 'a', 'akibat', 'terkena', 'genjutsu'];['alhamdulillah', 'pakai', 'oppo', 'a', 'akibat', 'kena', 'genjutsu'];netral
woww vidio yang ditunggu tunggu nihh😊;woww vidio yang ditunggu tunggu nihh;['wow', 'vidio', 'yang', 'ditunggu', 'tunggu', 'nih'];['wow', 'vidio', 'ditunggu', 'tunggu', 'nih'];['wow', 'vidio', 'tunggu', 'tunggu', 'nih'];netral
TWS lagi.;tws lagi;['tws', 'lagi'];['tws'];['tws'];netral
iqu 13 mana bg;iqu  mana bg;['iqu', 'mana', 'bang'];['iqu', 'bang'];['iqu', 'bang'];netral
lu udh beli emang, iqoo 13 ny;lu udh beli emang iqoo  ny;['kamu', 'sudah', 'beli', 'memang', 'iqoo', 'nya'];['beli', 'iqoo', 'nya'];['beli', 'iqoo', 'nya'];netral
"Salut sma chanel ini.walaupun chanel sdh besar..tp tetap mendengarkan saran penonton nya.❤❤❤❤❤
Mntap😊😊 bang david ...";"salut sma chanel iniwalaupun chanel sdh besartp tetap mendengarkan saran penonton nya
mntap bang david";['salut', 'sama', 'chanel', 'iniwalaupun', 'chanel', 'sudah', 'besartp', 'tetap', 'mendengarkan', 'saran', 'penonton', 'ya', 'mntap', 'abang', 'david'];['salut', 'chanel', 'iniwalaupun', 'chanel', 'besartp', 'mendengarkan', 'saran', 'penonton', 'ya', 'mntap', 'abang', 'david'];['salut', 'chanel', 'iniwalaupun', 'chanel', 'besartp', 'dengar', 'saran', 'tonton', 'ya', 'mntap', 'abang', 'david'];netral
bang lebih bagus pilih Hp Techno camon 40 atau Realme 12 plus;bang lebih bagus pilih hp techno camon  atau realme  plus;['abang', 'lebih', 'bagus', 'pilih', 'hp', 'techno', 'camon', 'atau', 'realme', 'plus'];['abang', 'bagus', 'pilih', 'hp', 'techno', 'camon', 'realme', 'plus'];['abang', 'bagus', 'pilih', 'hp', 'techno', 'camon', 'realme', 'plus'];positif
Baru aja beliin mama redmi note 14,kamera depannya cerah bgt buat vcall;baru aja beliin mama redmi note kamera depannya cerah bgt buat vcall;['baru', 'saja', 'belikan', 'mama', 'redmi', 'note', 'kamera', 'depannya', 'cerah', 'banget', 'buat', 'vcall'];['belikan', 'mama', 'redmi', 'note', 'kamera', 'depannya', 'cerah', 'banget', 'vcall'];['belikan', 'mama', 'redmi', 'note', 'kamera', 'depan', 'cerah', 'banget', 'vcall'];netral
bang apakah chipset itu wajib di liat;bang apakah chipset itu wajib di liat;['abang', 'apakah', 'chipset', 'itu', 'wajib', 'di', 'lihat'];['abang', 'chipset', 'wajib', 'lihat'];['abang', 'chipset', 'wajib', 'lihat'];netral
naaah akhirnya yg ditunggu tunggu;naaah akhirnya yg ditunggu tunggu;['naaah', 'akhirnya', 'yang', 'ditunggu', 'tunggu'];['naaah', 'ditunggu', 'tunggu'];['naaah', 'tunggu', 'tunggu'];netral
Lebih rekomendasi mana hp untuk main game infinix gt 30 pro atau itel p70?;lebih rekomendasi mana hp untuk main game infinix gt  pro atau itel p;['lebih', 'rekomendasi', 'mana', 'hp', 'untuk', 'main', 'game', 'infinix', 'begitu', 'pro', 'atau', 'itel', 'p'];['rekomendasi', 'hp', 'main', 'game', 'infinix', 'pro', 'itel', 'p'];['rekomendasi', 'hp', 'main', 'game', 'infinix', 'pro', 'itel', 'p'];netral
"Bang kalo untuk samsung s23 series di thn 2025 di harga di bawah 7jt wortit ga bang? 
mhn bantu jawab dong sapa aja🙏";"bang kalo untuk samsung s series di thn  di harga di bawah jt wortit ga bang 
mhn bantu jawab dong sapa aja";['abang', 'kalau', 'untuk', 'samsung', 'si', 'series', 'di', 'tahun', 'di', 'harga', 'di', 'bawah', 'juta', 'wortit', 'tidak', 'abang', 'mhn', 'bantu', 'jawab', 'dong', 'sapa', 'saja'];['abang', 'samsung', 'si', 'series', 'harga', 'juta', 'wortit', 'abang', 'mhn', 'bantu', 'sapa'];['abang', 'samsung', 'si', 'series', 'harga', 'juta', 'wortit', 'abang', 'mhn', 'bantu', 'sapa'];netral
Kenapa gak nunggu Tecno pova 7 launching bang;kenapa gak nunggu tecno pova  launching bang;['kenapa', 'tidak', 'menunggu', 'tecno', 'pova', 'launching', 'abang'];['menunggu', 'tecno', 'pova', 'launching', 'abang'];['tunggu', 'tecno', 'pova', 'launching', 'abang'];netral
Infinix note 50 pro 👍;infinix note  pro;['infinix', 'note', 'pro'];['infinix', 'note', 'pro'];['infinix', 'note', 'pro'];netral
6tahun ga ganti HP, bertahan di realme 5. Mau ganti HP tahun ini, tapi bingung, apa yang bagus 😢;tahun ga ganti hp bertahan di realme  mau ganti hp tahun ini tapi bingung apa yang bagus;['tahun', 'tidak', 'ganti', 'hp', 'bertahan', 'di', 'realme', 'mau', 'ganti', 'hp', 'tahun', 'ini', 'tapi', 'bingung', 'apa', 'yang', 'bagus'];['ganti', 'hp', 'bertahan', 'realme', 'ganti', 'hp', 'bingung', 'bagus'];['ganti', 'hp', 'tahan', 'realme', 'ganti', 'hp', 'bingung', 'bagus'];negatif
Nonton dari hp poco x7 pro 😁;nonton dari hp poco x pro;['menonton', 'dari', 'hp', 'poco', 'kali', 'pro'];['menonton', 'hp', 'poco', 'kali', 'pro'];['tonton', 'hp', 'poco', 'kali', 'pro'];netral
Absen Dulu Nggak Sih👇😁;absen dulu nggak sih;['absen', 'dulu', 'tidak', 'sih'];['absen', 'sih'];['absen', 'sih'];netral
hp realme 3 dan skrg udh ada realme c75. anjir awet bet hp gua;hp realme  dan skrg udh ada realme c anjir awet bet hp gua;['hp', 'realme', 'dan', 'sekarang', 'sudah', 'ada', 'realme', 'sih', 'anjir', 'awet', 'banget', 'hp', 'gua'];['hp', 'realme', 'realme', 'sih', 'anjir', 'awet', 'banget', 'hp', 'gua'];['hp', 'realme', 'realme', 'sih', 'anjir', 'awet', 'banget', 'hp', 'gua'];positif
"semenjak liat tecno camon kemaren ""pasti ini hp juara dikelas 2 jutaan"" ternyata benerr😂😂😂";semenjak liat tecno camon kemaren pasti ini hp juara dikelas  jutaan ternyata benerr;['semenjak', 'lihat', 'tecno', 'camon', 'kemarin', 'pasti', 'ini', 'hp', 'juara', 'dikelas', 'jutaan', 'ternyata', 'benar'];['semenjak', 'lihat', 'tecno', 'camon', 'kemarin', 'hp', 'juara', 'dikelas', 'jutaan'];['semenjak', 'lihat', 'tecno', 'camon', 'kemarin', 'hp', 'juara', 'kelas', 'juta'];netral
Jelas kamera tecno aja bisa dibandingin sama HP 4 jutaan;jelas kamera tecno aja bisa dibandingin sama hp  jutaan;['jelas', 'kamera', 'tecno', 'saja', 'bisa', 'dibandingin', 'sama', 'hp', 'jutaan'];['kamera', 'tecno', 'dibandingin', 'hp', 'jutaan'];['kamera', 'tecno', 'dibandingin', 'hp', 'juta'];netral
@hazanahatisulung274  minusnya di stabilizer nya doang;minusnya di stabilizer nya doang;['minusnya', 'di', 'stabilizer', 'ya', 'doang'];['minusnya', 'stabilizer', 'ya', 'doang'];['minus', 'stabilizer', 'ya', 'doang'];netral
@@akhiretresnoofficial1277 gak sih standar buat 2 jutaan kecuali Motorola tapi Motorola foto gak sebagus tecno;gak sih standar buat  jutaan kecuali motorola tapi motorola foto gak sebagus tecno;['tidak', 'sih', 'standar', 'buat', 'jutaan', 'kecuali', 'motorola', 'tapi', 'motorola', 'foto', 'tidak', 'sebagus', 'tecno'];['sih', 'standar', 'jutaan', 'kecuali', 'motorola', 'motorola', 'foto', 'sebagus', 'tecno'];['sih', 'standar', 'juta', 'kecuali', 'motorola', 'motorola', 'foto', 'bagus', 'tecno'];netral
Vivo v40 handal gahar, kamera cakep andalan di komunitas, hobi adventure, trabasan trail hujan masuk sungai aman, udah pakai 5 bulan tanpa ada kendala;vivo v handal gahar kamera cakep andalan di komunitas hobi adventure trabasan trail hujan masuk sungai aman udah pakai  bulan tanpa ada kendala;['vivo', 'v', 'handal', 'gahar', 'kamera', 'cakep', 'andalan', 'di', 'komunitas', 'hobi', 'adventure', 'trabasan', 'trail', 'hujan', 'masuk', 'sungai', 'aman', 'sudah', 'pakai', 'bulan', 'tanpa', 'ada', 'kendala'];['vivo', 'v', 'handal', 'gahar', 'kamera', 'cakep', 'andalan', 'komunitas', 'hobi', 'adventure', 'trabasan', 'trail', 'hujan', 'masuk', 'sungai', 'aman', 'pakai', 'kendala'];['vivo', 'v', 'handal', 'gahar', 'kamera', 'cakep', 'andal', 'komunitas', 'hobi', 'adventure', 'trabasan', 'trail', 'hujan', 'masuk', 'sungai', 'aman', 'pakai', 'kendala'];positif
Honor 200 pro gimana?;honor  pro gimana;['honor', 'pro', 'bagaimana'];['honor', 'pro'];['honor', 'pro'];netral
ngecek harga 2 jutaan gue dapet samsung galaxy s21 ultra merasa beruntung;ngecek harga  jutaan gue dapet samsung galaxy s ultra merasa beruntung;['mengecek', 'harga', 'jutaan', 'gue', 'dapat', 'samsung', 'galaxy', 'si', 'ultra', 'merasa', 'beruntung'];['mengecek', 'harga', 'jutaan', 'gue', 'samsung', 'galaxy', 'si', 'ultra', 'beruntung'];['ecek', 'harga', 'juta', 'gue', 'samsung', 'galaxy', 'si', 'ultra', 'untung'];positif
bdw gue beli dari temen yang bukan kaum mendang mending ya, gue beli krn dia butuh suntikan uang buat hp inceran dia pixel 9;bdw gue beli dari temen yang bukan kaum mendang mending ya gue beli krn dia butuh suntikan uang buat hp inceran dia pixel;['bdw', 'gue', 'beli', 'dari', 'teman', 'yang', 'bukan', 'kaum', 'mendang', 'mending', 'ya', 'gue', 'beli', 'karena', 'dia', 'butuh', 'suntikan', 'uang', 'buat', 'hp', 'inceran', 'dia', 'pixel'];['bdw', 'gue', 'beli', 'teman', 'kaum', 'mendang', 'mending', 'ya', 'gue', 'beli', 'butuh', 'suntikan', 'uang', 'hp', 'inceran', 'pixel'];['bdw', 'gue', 'beli', 'teman', 'kaum', 'dang', 'mending', 'ya', 'gue', 'beli', 'butuh', 'sunti', 'uang', 'hp', 'inceran', 'pixel'];positif
Poco f6 kenapa engak di masukin kq malah Poco x7pro;poco f kenapa engak di masukin kq malah poco xpro;['poco', 'f', 'kenapa', 'engak', 'di', 'memasuki', 'kok', 'malah', 'poco', 'xpro'];['poco', 'f', 'engak', 'memasuki', 'poco', 'xpro'];['poco', 'f', 'engak', 'pasuk', 'poco', 'xpro'];netral
Asik banyak yang worth it hp terbaru;asik banyak yang worth it hp terbaru;['asik', 'banyak', 'yang', 'worth', 'itu', 'hp', 'terbaru'];['asik', 'worth', 'hp', 'terbaru'];['asik', 'worth', 'hp', 'baru'];netral
Bismillah Bisa beli POCO X7 PRO 5G;bismillah bisa beli poco x pro g;['bismillah', 'bisa', 'beli', 'poco', 'kali', 'pro', 'tidak'];['bismillah', 'beli', 'poco', 'kali', 'pro'];['bismillah', 'beli', 'poco', 'kali', 'pro'];netral
SAMSUNG A56 BANG;samsung a bang;['samsung', 'a', 'abang'];['samsung', 'a', 'abang'];['samsung', 'a', 'abang'];netral
Sekedar saran bang, kalau di kelas itu pemenangnya HP 4G tapi ada pilihan 5G dikelas harga yg sama (contoh harga 3jtan) tolong kasih rekomendasi yg versi 5G juga. Makasih bang;sekedar saran bang kalau di kelas itu pemenangnya hp g tapi ada pilihan g dikelas harga yg sama contoh harga jtan tolong kasih rekomendasi yg versi g juga makasih bang;['sekedar', 'saran', 'abang', 'kalau', 'di', 'kelas', 'itu', 'pemenangnya', 'hp', 'tidak', 'tapi', 'ada', 'pilihan', 'tidak', 'dikelas', 'harga', 'yang', 'sama', 'contoh', 'harga', 'jtan', 'tolong', 'kasih', 'rekomendasi', 'yang', 'versi', 'tidak', 'juga', 'terima kasih', 'abang'];['sekedar', 'saran', 'abang', 'kelas', 'pemenangnya', 'hp', 'pilihan', 'dikelas', 'harga', 'contoh', 'harga', 'jtan', 'tolong', 'kasih', 'rekomendasi', 'versi', 'terima kasih', 'abang'];['dar', 'saran', 'abang', 'kelas', 'menang', 'hp', 'pilih', 'kelas', 'harga', 'contoh', 'harga', 'jtan', 'tolong', 'kasih', 'rekomendasi', 'versi', 'terima kasih', 'abang'];netral
Apakah untuk Infinix gt 20 pro yang sudah dibawah 3,5 juta worth it?;apakah untuk infinix gt  pro yang sudah dibawah  juta worth it;['apakah', 'untuk', 'infinix', 'begitu', 'pro', 'yang', 'sudah', 'dibawah', 'juta', 'worth', 'itu'];['infinix', 'pro', 'dibawah', 'juta', 'worth'];['infinix', 'pro', 'bawah', 'juta', 'worth'];netral
2-3juta... pilihan saya MOTO G45-5G, tampilan layarnya unik banget, beda banget tapi rapi & cantik. cuma gtau kalo After Sales-nya, soalnya untuk Pre_sale-nya aja jelek;juta pilihan saya moto gg tampilan layarnya unik banget beda banget tapi rapi  cantik cuma gtau kalo after salesnya soalnya untuk presalenya aja jelek;['juta', 'pilihan', 'saya', 'moto', 'tidak', 'tampilan', 'layarnya', 'unik', 'banget', 'beda', 'banget', 'tapi', 'rapi', 'cantik', 'cuma', 'tidak tau', 'kalau', 'after', 'salesnya', 'soalnya', 'untuk', 'presalenya', 'saja', 'jelek'];['juta', 'pilihan', 'moto', 'tampilan', 'layarnya', 'unik', 'banget', 'beda', 'banget', 'rapi', 'cantik', 'tidak tau', 'after', 'salesnya', 'presalenya', 'jelek'];['juta', 'pilih', 'moto', 'tampil', 'layar', 'unik', 'banget', 'beda', 'banget', 'rapi', 'cantik', 'tidak tau', 'after', 'salesnya', 'presalenya', 'jelek'];positif
Pola 6 gak ikutan bang?;pola  gak ikutan bang;['pola', 'tidak', 'ikutan', 'abang'];['pola', 'ikutan', 'abang'];['pola', 'ikut', 'abang'];netral
iphone 13 ga diajak baang?;iphone  ga diajak baang;['iphone', 'tidak', 'diajak', 'bang'];['iphone', 'diajak', 'bang'];['iphone', 'ajak', 'bang'];netral
Iqoo z9 dan z9x gak masuk ya?;iqoo z dan zx gak masuk ya;['iqoo', 'saja', 'dan', 'zx', 'tidak', 'masuk', 'ya'];['iqoo', 'zx', 'masuk', 'ya'];['iqoo', 'zx', 'masuk', 'ya'];netral
"Edisi lebaran makin singkat
Edisi akhir tahun makin jauh";"edisi lebaran makin singkat
edisi akhir tahun makin jauh";['edisi', 'lebaran', 'makin', 'singkat', 'edisi', 'akhir', 'tahun', 'makin', 'jauh'];['edisi', 'lebaran', 'singkat', 'edisi'];['edisi', 'lebaran', 'singkat', 'edisi'];netral
Subanul muslimin ada gus asmi tampan Ada hafid arkham yang bikin cewek melayang nurul mustofa khotibnya habib qodir Beliau bertiga banyak janda yang naksir;subanul muslimin ada gus asmi tampan ada hafid arkham yang bikin cewek melayang nurul mustofa khotibnya habib qodir beliau bertiga banyak janda yang naksir;['subanul', 'muslimin', 'ada', 'gus', 'asmi', 'tampan', 'ada', 'hafid', 'arkham', 'yang', 'bikin', 'cewek', 'melayang', 'nurul', 'mustofa', 'khotibnya', 'habib', 'qodir', 'beliau', 'bertiga', 'banyak', 'janda', 'yang', 'menaksir'];['subanul', 'muslimin', 'gus', 'asmi', 'tampan', 'hafid', 'arkham', 'bikin', 'cewek', 'melayang', 'nurul', 'mustofa', 'khotibnya', 'habib', 'qodir', 'beliau', 'bertiga', 'janda', 'menaksir'];['subanul', 'muslimin', 'gus', 'asmi', 'tampan', 'hafid', 'arkham', 'bikin', 'cewek', 'layang', 'nurul', 'mustofa', 'khotibnya', 'habib', 'qodir', 'beliau', 'tiga', 'janda', 'taksir'];positif
Nunggu video ini dari kemaren;nunggu video ini dari kemaren;['menunggu', 'video', 'ini', 'dari', 'kemarin'];['menunggu', 'video', 'kemarin'];['tunggu', 'video', 'kemarin'];netral
Samsung A73 ku menghilang dari lane rekomendasi 😢;samsung a ku menghilang dari lane rekomendasi;['samsung', 'a', 'ku', 'menghilang', 'dari', 'lane', 'rekomendasi'];['samsung', 'a', 'ku', 'menghilang', 'lane', 'rekomendasi'];['samsung', 'a', 'ku', 'hilang', 'lane', 'rekomendasi'];netral
Ambil poco f6 yg udah turun atau nunggu f7?;ambil poco f yg udah turun atau nunggu f;['ambil', 'poco', 'f', 'yang', 'sudah', 'turun', 'atau', 'menunggu', 'f'];['ambil', 'poco', 'f', 'turun', 'menunggu', 'f'];['ambil', 'poco', 'f', 'turun', 'tunggu', 'f'];netral
Gooogle pixel gak masuk ya...?;gooogle pixel gak masuk ya;['gooogle', 'pixel', 'tidak', 'masuk', 'ya'];['gooogle', 'pixel', 'masuk', 'ya'];['gooogle', 'pixel', 'masuk', 'ya'];netral
